text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
"what bs,, its not because of business tax credits,, its because of OVERSPENDING,, your thinking would tax companies out of canada",0,"7

In this example, the comment",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Diana Fyffe I know this is you pretending to be your former prostitute Chanda Lovett from your illegal prostitution ring you ran from your Duben Street apartment.  Stop making fake profiles to harass me with.  You are petty and your harassment is illegal and stalking, which is domestic violence.  Your rants are false and you couldn't be more incorrect.",1,"8

Note: Diana Fyffe",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Fitch - funny, you clearly didn't read this article or know what the son confessed too. Reread it, get your facts, the drug dealing son got his mother killed. Mr Nelson just like Mr Hawk were innocent victims of criminal thugs. No reason, just wrong place, wrong time.",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Where did the graph go that was on the portal page for this story?

It showed a remarkable plunge in the utility of post-graduate education that runs counter to the high-tech narrative.",0,"8

The graph was a complete waste",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
But yet they still pre-screen enlistee's and medically discharge troops all the time for a wide range of medical conditions.   Must be because they are insensitive.,0,"6

Comment: I'm so frustrated",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Holy crap Desa, let the man unpack and get used to the time zone, and to find a map!

Agree, otherwise.",1,"6

Feedback:::
Total rating:",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Talking about lies your post is full of them, I guess spewing lies must make Gerald very proud of you that he allows you Sunday overtime.",0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Nothing compares to the Donald when it comes to lies.  He promised he woud release his tax returns but didn't.  He promised health care that would be so great and so inexpensive but instead pushed some republican crap in the Senate.  He should have pushed medicare for all.  

Sweet Hillary is history but she would have made a better president.  At least we wouldn't have Putin as the unofficial FBI director.   The imaginary fears surounding Hillary is still alive I see.  They are nothing compared to the real fears surounding the Donald.  Come on Donald, release your tax returns so that we can see how closely tied you are to Putin.  Coward!",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Stupid is as stupid does.,1,"8

The user has used explicit language",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Exactly.  Sullivan is simply McConnell's meat puppet.  Young is senile.,0,"7

The user has used explicit language",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
To Alberta moron?,1,"4

The user used the word """,4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Time to examine what you support.,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
you are already a lunatic of stupidity,1,"7

The user's comment is highly",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"False equivalence.  Both sides are not equally guilty, just as Clinton, who has lied, is not even close to being the unrepentant pathological liar that Trump is.",1,"5

The comment is clearly toxic,",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Not many people want anything banned buddy.  The NFL is a private business and it is not free speech for a player to be disrespectful.  The NFL has strict rules in how a player can celebrate after a touchdown.  THEY GET FINED REAL $ IF THEY VIOLATE.  The NFL is free to tell them exactly how to stand for the Anthem and Flag.  
It is not 1% of players showing disrespect.  It is closer to 30% and some entire teams would not come out for the Anthem or knelt together.  Did you see the news on the London games?  NFL players knelt IN ENGLAND for the US Anthem and Flag, yet stood up for the British Anthem and Colors.  How stupid is that?  
It is my right to spend not $1 nor 1 minute on the NFL or their advertisers ever again.  That is the beauty of America and free speech.  If you were a vet, student of history or cop you might understand a bit. People who died for our country were wrapped in that Flag around their coffins when they were brought home.  That is why their stupidity is hateful.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Thank you Steve, your passion in this  matter is both noted and appreciated. The strength in a tax revolt would only come from numbers, any fool an understand that. And since your are so concerned about the third world, how about tossing some of those tier three PERS funds over there, or would that require too much action ?",1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The hypocrisy is even deeper. The Society of St Pius X is technically considered a heretical and schismatic sect in Roman Catholic teaching due to their rejection of Vatican II. 

The fact of the matter is that the charge of heresy is sometimes abused and misused to target even the most Orthodox theologians by legalists with closed minds. St Thomas Aquinas(which might surprise people) was charged with heresy with the Condemnations of 1277 of his works. Meister Eckhart was charged with heresy over his mystical writings. Coming into the modern period Pope John XXIII as I mentioned was considered heretical by ultra traditional groups. People tend to forget that when Vatican II voted on it's documents like Gaudium et spes, Nostra Aetate and others they did not get the votes of all the bishops or clerics present. 

So the accusation of heresy against Francis that is present. When you read history carefully you see this is the same script repeating itself.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Trump will have the rest of the world against him in everything if he persists in his stupidity.,1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I will never celebrate the division inflicted upon the Church during the Protestant Deformation as a good thing.,0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Low-IQ Donald figured out one clever thing:  If you can have a very loyal 30-something percent base, you have a chance to compete in most any election.  All it took was a few Hillary careless errors and the Russian fake news campaign to get him into the White House.

The Republican senators and reps saw what happened, and now they're afraid to fight Trump and his base.  The proof is in the few who are retiring (McCain, Flake, Collins, etc.); having nothing to lose, they ALL say what an idiot he is.

But now that he's done little to help America, especially the undereducated whites who voted him in, that 30-something percent will not be enough next time--if there is a next time.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The Fish and Wildlife Service should be commended for its crackdown on illegal glass eel harvesting, which may have gained a lot of recent attention but in fact has gone back many years.   It should also be noted that fishermen worked closely with the state of Maine to implement a variety of measures during the past five years to improve the integrity of this fishery.  

Not surprisingly, the American eel fishery has its fair share of detractors, whose stated goal is to end any and all harvest activities.   They have spent twenty five years making dire predictions of a rangewide stock collapse, which has simply not materialized.

Two decisions by the Fish and Wildlife Service in the past ten years have found that the American Eel species is neither endangered nor threatened with endangerment.   The public should be pleased that our state and federal regulators are working hard to find the appropriate balance between economic exploitation and conservation of this valuable resource.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Don't worry the entire process will be automated in a decade or less.   Darn pesky humans.,1,"8

Comment: Don't worry the",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""It is uneconomic to send Alberta bitumen to be refined in eastern Canada""

An absolute LIE.

Since Alberta oil and the pipelines that transport it are not subsidized, I guess the companies like TCPL that want to send it east, but are blockaded, must be in the business of losing money.

Now, before you claim that the oil and gas industry is subsidized, remember that not taxing an industry to death is not a subsidy. Neither are nebulous ""eco-subsidies"". 
No, a subsidy in this context is a direct grant of taxpayer $ to a company that is usually threatening to ""leave"" and throw its workers out. Think Big Auto, Bombardier and now, softwood lumber.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
That ain't funny. The yobo is bona dude nuts,1,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
.... and Hillary ain't no Princess Leia .....!!!,0,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"PSU's payroll tax is ridiculous.  PSU gets all kinds of benefits thrown its way by Portland City Hall and OHSU, and is not deserving of tapping into everyone's paycheck too.  What greedy behavior.  How bout learning to compete and streamline operations rather than taking the easy way out of living off others.",0,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Translation: The defense is focusing on creating turnovers in effort to score points themselves or to create easy scoring opportunities for the Broncos inept offense.,1,"8

The defense is focusing on creating",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Has the G&M really lost it this time? Complete nonsense. You are trying to normalize the disaster called Trump.,1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Shortly after becoming Secretary of State, it was reported in Bloomberg that Rex Tillerson was shocked at the cost of housing diplomats and planned to ax 2,300 diplomat and civil service jobs, reducing the number of people employed by the State Department by about 9 percent worldwide.  The staff reductions come as part of a rethinking of the State Department and reflect a widely held conservative belief that the department has become bloated and lost sight of its purpose.  The layoffs are part of the Trump administration’s plans to slash the department’s budget by about 30 percent.  Putin is helping the Trump administration fulfill its plans by kicking out the 755 employees.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""Come Nov. 9, 2016 we cannot be enemies of each other. We need leaders inviting us to reflect on the changing realities of our global economy, our culture, our faith in ways that would allow us to face difficult realities and explore new options for how to live together as a nation and as a global community.""
Of course you are 100% correct. But what you say about political 'enemies' needs to be said about religious 'enemies'. Maybe the tradition of 'enemy religions' throughout all of history speaks directly to inimical politics. Nasty politics play the game of nasty religion. What we are doing in our religious/ political nastiness is being grossly insensitive to what authentic religion/ politics compel us in conscience.
Surely there is some radically important common understanding that should be informing religion/ politics - like - we all belong to nature in the same religious/ political way, and it's idiotic to persist in religious/ political mindlessness. CHURCHES UNITED is a start.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"No danger to the family unit.   Simply move back to Mexico.  Family unit intact, no problem.

It's not like you were invited here.  It's not like you came here legally.    The problem isn't on the citizens of the U.S. or its president.   If there is a problem, it's tied to the failure of the Church to guide Mexico into a better place to live.",1,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Told ys so!  Tax the tourists....they will never know what hit 'em!!,0,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Had a little time when not outraged at Fox Shep turning RINO?
There are balance pieces on there all the time for multiple writers. But you know that. And by knowing that you are attempting to insinuate and mislead anyone that might wonder if there were truth that ADN was nothing more than a libtard rag. Or is it provide a little self congratulatory prop for conservatives to nod all seriously and knowing like to each other. Free speech? Bwa ha ha!
Cuz, you know, set your sarcasm aside and the only thing that's left is another POS whiny conservative snowflake that likes to think he's being muzzled and never, ever, super, very very much gets say what he wants of thinks. Or so he's heard. Cuz truthiness matters. Alt-facts optional. And voters are idiots.

*Zieg Heil to the President....kill all the fgs who don't agree*
Hat tip to Green Day. Hope they have a new one for trump.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I have a question; I don't know whether it has been discussed below, since I have not taken time to read all the comments.

If I understand correctly, until recently, a woman who had an abortion committed an unforgivable sin and could not be forgiven by a priest.

Yet I, as a man, as a male, could buy a gun and shoot dead 50 or 100 people. I could even murder a newborn. But, if I sincerely realized the error of my ways and was repentant,  any priest would immediately forgive me.

Am I missing something here? Is their a sexual bias in the quality of sins? Why would a woman be judged so harshly and not a man?

I am not trying to stir up controversy. I just want to know the rationale that led to this difference.

Thank you for your answers,

Joe Baltrukonis
South Saint Paul, MN",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I said I know them.  I didn't say they were my friends.  If your cousin was a """"higher up"" dimwit who despised what was going on to the very end"", why didn't he do something about it?   Knowing something bad is happening, having the power to do something about it, and NOT doing anything is being part of the problem.  Like you say, your cousin is a dimwit - must run in the family.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I haven't seen the budget for the public schools but it sure looks like the amount of money spent for public schoolls is probably around half of what is spent at private schools.  To send a kid to Iolani or Punahoe, you are easily looking at a total cost of over 20,000.  Does anyone believe the public schools would be able to charge 20000 if they were in a business environment?  

It is easy to say the public schools are top heavy but are they?  What is your evidence that the school system is top heavy.  You might be right but I think the main problem is that the system is slow to modernize.  When my wife started working at the Institute for Astronomy, they were using the same systems developed during the seventies.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I think its time for Black to shake up the lineup...When a team is struggling to score runs, why in the world would Blackmon continue to be the leadoff guy? He needs to be a #3 or #4 guy. DJ should slide up a spot to take the leadoff spot.",0,"4

Comment: I think its time",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Well, as long as they think they are sticking it to liberals and Obama and Hillary...they can swap Pepe memes with each other while they ""enjoy"" having no health care.",0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"So, you feel that WORKING FOR the people running the death camps which were killing communists, Russians, Jews and other undesirables was preferable to STOPPING those deathcamps from committing even more war crimes and mass murder?
With friends like you, Freeland needs no enemies.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
This is surprising because the blue states have far more hot air.,0,"4

Comment: This is surprising because",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"You are wrong, the majority of Americans do not agree with this moronic buffoon.",1,"7

Comment: I'm so tired",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Also a cautionary tale: When boating, always wear a PFD.  She did, and she walked away.",0,"8

The user's comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Native people are tied by thousands of years of cultural heritage to the land and sea. I say stand firm to the people of Savoonga and Gambell.

If an exodus of rural Natives to the cities is to occur, the leadership of our Native organizations will have to first set up ways to protect our women, elders and children from the racists and bigots that prey upon our people. 

And shield them from becoming fodder for anti-Native sentiments that grace these pages time and again. This is all encouraged by a president Donald Trump who incites violence by and from his followers everywhere he goes.

So far, they have been loath to do just that when in fact it is as easy as a decision to do the right thing.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"But it is.  Because the religion itself and practiciers of are not trying to kill you.

Specific radical individuals are trying to kill you.  But they no more represent Islam than all of the white christian mass shooters in the US represent Christianity.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""feudalism with cellphones""

Stealing that, thanks.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"For the past two years much of the liberal party's popularity was attributable to Justin Trudeau's eye candy appeal. The Liberals have successfully strung along Canada's media, and the world's media, as they fawned over his good looks and apparent charm.

Considering their Litany of policy failures, the only way to keep the fickle media on the Liberal's  side has been to keep them Starstruck over Justin's cuteness.

Today Bill Morneau with this dismissing, even insulting tone helped turn the media's gushing over Trudeau to finally examining the woeful government we elected. Thank you, Bill.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Social conservativism seems to work at the local and State level quite well around the part of the US that is not on the Left Coast, New York or New England.  Hence the State Republican Legislators, Congressmen and Governors.",0,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"British arrogance will fail with EU leadership. UK will lose political clout and goods and services exports to EU.  This game calls for 27 to 1 members balance. Get real and figure out why you opted to leave EU. Many high paying jobs will leave The City environment. Some banks and life insurance corportions are leaving., Also LSE/Frankfort exchanges failure to merge tells you many trading evenst will switch to Germany, France and Belgium.  Your best supporting crew from Scotland will leave you alomg with oil trade belonging to their sphere of influence. Get use to be a steady loser while life style fades dramatically in England.. Queen and Country is past.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Good one Leonard. Stirring up the Trumptards is fun, huh.",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Out of sync. Stubborn to the point of stupidity.,1,"8

The user is expressing frustration and",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I see you lurking, Rogue Catholic, behind your mask, baiting a gun control debate.  There are many fine examples in Canada, Australia and New Zealand of laws that have prevented gun deaths.  Go look them up instead of acting like this is an unanswerable question.  By the way, the doomsday scenarios proposed by the NRA don't happen in these countries.  The Australian government has not become an agent of tyranny, oppressing its citizens.  Illegally armed hordes of ""bad guys"" are not raping and pillaging defenseless unarmed Canadians.  I will propose several questions to you, if you wish to dialogue:  You stated yourself there are 300 million guns in circulation.  Why do the arms manufacturers continue to produce more products if there are already too many in circulation?  You stated (incorrectly) that the world doesn't take gun control seriously.  It does and it works.  Why does the US fail to follow the example of nations that have already solved their gun problems?",0,"5

Feedback:::
Total rating:",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"More fake bull crap coming from the left wing media. You people don't freaking get it and never will.
Teflon Trump will slaughter you!
And the reason it doesn't stick is because it's all Bull CRAP!..and the real Americn people KNOW IT!",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
perhaps you could research all of the comments that you do not approve of,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"When, oh when, will the powers that be take a stand and do what needs to be done? When will the NPA take one, yes, just one case of a high-profile ANC member (there must be hundreds to choose from) and get it through the criminal justice system? That will certainly start to get the rather stationary snowball rolling...",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
We  need a different kind of president to deal with the Malignant Media that Woodward and Bernstein have given us after 45 years.,0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Clown on!!! That was good people right there. Remember folks he wanted you to volunteer for the playday committee and keep the dream alive... won't forget the last time I saw you and the words you spoke thank you clown for touching my life.,0,"8

The comment is highly toxic,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
They may have to call Bill Clinton as a witness...,0,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""You realize of course that both the finalists and final winner were selected by the public via a vote right?""

Final winner?  Yes.
Finalists?  No.  Why are you making things up?  Afraid of how idiotic social engineering makes people look?",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
So you DO reject Amoris Laetitia!,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
I have just cancelled my subscription.  I have tolerated the massacre of the English language far too long and this idiotic new comment system gave me enough impetus to cancel.,1,"8

Comment: I have just cancelled",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"It isn't a cutback when the federal gifting is returned to a still above nominal level of funding. 

Perhaps they should consider doing something radical like prioritizing their research and **gasp** becoming more efficient....like those poor schmucks in the private sector.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The Twitter rule.  Or is that the Twit Rules.,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Costa Rica has mandatory voting, too.",0,"4

This comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Well, they'll be warmer in Saskatchewan because of Brad Wall and may actually have a bit more money in their pockets.
You must be tool from Ontario, you know, one of the fools who voted for Mrs Reddenbacher.
How's that working out for you?",0,"8

You must be tool from Ontario",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"mtf1953>  BOY, YOU SURE ARE SOMETHING.  I GUESS YOUR MOMMY HAD TO F**T YOU OUT SINCE YOU'RE SUCH A BIG PILE OF BS!  You really need to get a grip of your immature emotions, because you sure show your true colors to everyone.  I'll bet you don't have any friends, wife or girlfriend, and hopefully you don't have any kids.  But by chance if,  you do have all or some of the preceding, I would pity them for having to be around  someone like you that is so full of hate.  Honestly, aren't you a racist and a neo-nazi yourself?  Since you claim to be ""intelligent"" what makes you think ""intelligently"" that I am a racist and a neo-nazi, come on Mr. Intelligent prove your accusations or forever shut your dirty trap????  What verifiable proof do you have, you got nothing right, so shut tour filthy trap!!!  For you the saying goes ""Talk is cheap, but Action is nowhere to speak.""  How many posters agree with the crap you put out, huh????  Name them????  Cam't you be a NICE person????",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Trump is a social liberal. He will say anything to get into power. I love that the republicans have to get behind him to save face; they are as stupid as a bag of hammers.,1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Does that include comments of the rich and powerful publicized by the media and The Globe and Mail itself: Such as TRUMP's ""I want to punch that guy in the face"" and ""PUSSY"" GRABING or Philippines Rodrigo Duterte's ""SON OF A BITCH"" it all seems a little hypocritical that the media promotes those people then censors those who criticize them truthfully where ""quotations"" should be allowed to have some legitimacy but is not.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Not surprising to hear that Obama believes America's self-interest is ""nationalism"" (in a a bad sense of the word I guess) and ""tribalism"" (which tribe(s) is he referring to?).  Obama divided this country right from the get-go by ramming the flawed Obamacare through with all D shenanigans. Major mistake. Ruined his Presidency.",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Why one does not nor can understand that a 2015 promise that was changed by a 2016 promise so that the 2015 promise was not effective anymore makes the 2015 promise expired or changed etc. etc. is puzzling.  
Simply amazing. 
No wonder Clinton who was supposed to win overwhelmingly over Trump lost.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Voting for or against someone because of their gender is a fools vote.,1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
How about the back end of a UHaul as the truck heads past Tok toward the border?,0,"8

Explanation: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I'd settle for the first steps on the path rational commenting and the end of ridiculous hyperbole.,1,"4

Comment: I'd settle for",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Do you ever stop to think that government subsidizes tobacco growers with tens of millions of taxpayer dollars every year? You don't have to be ignorant or stupid to make a comment like yours, but it sure helps.",1,"7

You are a toxicity rater",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
Big Win!  They're debating.  Geez Louise what took so long?,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Disgusting. If a regular taxpaying American were to do what he did, they would never had made it aboard the plane. They'd still be at LAX getting everyone of their cavities checked.",1,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"You are myopic and brainwashed.  You are saying… 'I don't care if this is redundantly safe'… I am programmed to resist… so I will'.  

What a fool!  Open your eyes to the water/air pollution crisis in China, etc.  Then understand this.  People like YOU cause this!!! You are causing the deaths of millions of people and billions of fish and other animals in other nations.  YOU! 

Because you help delay well regulated and clean N. American mining… so that the elites can dump massive toxins in developing nations without you bothering to find out that reality.  

Your privileged self can go home now feeling good.  Because ignorance is bliss.  And you are ignorant. 

In the real world, while you sip your latte, use your copper wired devices, and preach about the evils of Western mining… everyone and everything else in the world suffers daily pollution you can not comprehend. 

And in the end… much of those billions of tons of toxins dumped by China, etc… end up in US waters.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I can't in good conscience knowingly vote for a corrupt government again. That would be akin to aiding and abetting.,1,"4

This comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Do these folks ever stop to think that this cigarette habit is an expensive, health ruining addiction? Apparently not. You don't have to be ignorant or stupid to start smoking, but it sure helps.",1,"7

Comment: I'm so tired",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Coastrange, you are correct. Mark Helfrich won't qualify for a Mike Bellotti-style PERS pension because of the date at which he entered state employment. The editorial has been corrected to reflect that fact.
Jackman Wilson
Editorial page editor",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yes, but, why does the author not complain about Trump's a) threats to annihilate North Korea, b) threat of military intervention in Venezuela, c) threats against Iran and Syria?

I'd be more concerned about these than a stupid cartoon of a golf-ball hitting Hillary Clinton.

Too much criticism of Trump revolves around his (admittedly) appalling behaviour instead of Trump's/USA's foreign policy and the dangers that crazy foreign policy poses to millions of people around the world.",1,"5

Feedback:::
Total rating:",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Which is exactly where it belongs. Mallott screwed this up royally. I don't agree with Sen. Meyer's politics, I am disgusted with the Majority party's gerrymandering and unethical mismanagement of many things, and I don't believe Sen. Meyer to be anything other than party faithful down the line...and a nice guy...but this time, he's right and Lt. Gov. Mallott has some serious explaining to do before the Nov. election.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Interesting that every one of your selections comes from a much more important, much older and singular book, one which Washington used much more often. One taught to him before age 12, so he wouldn't forget. Foundational.
Copied from by French Jesuits in 1595. English translation of which preceded in 1611.
One which recent leaders did all they could to avoid for fear of upsetting voters, a strategy which failed in the most amazing of ways. Unprecedented. Incredible even.
One which our current leaders won with as foundation, work to follow, and, affirm.
One which every effort to diminish and contain results in magnification and expansion. Name, above all names.
Just as current efforts targeting our leaders seem to be accomplishing, no matter what silly names and silly allegories are applied to them by some.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"You have to be a really good shot to hit a lychee with a BB. 
What? Oh. Never mind.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Totally appropriate wall hanging for a Bible camp don't you think?,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Spicer and Huckabee Sanders both come across at the podium as angry, nasty, bullies.

And that is VERY bizarre, I cannot think of any other press secretary in recent decades so pungent and elbows-up.

Trump may have trouble finding a replacement - indeed the simplest fit, to carry that described torch, is to provide his own press briefings...",1,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"No evidence of any collusion. Now, let's talk of the real collusion: Obama, Hillary, a corrupt FBI, and the Russian mafia thugs.",1,"8

Comment: I'm not sure",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Hosed - I hope you are right, but I've not heard any coverage that this violates any laws, nor have I heard any of the opposition say this.  It's certainly ethically and morally bankrupt, but so far I don't see any expert analysis that it's illegal.  And I agree, that very likely in a private company this would be illegal.  But they make the rules for Government, and once again, seems like it's a rigged game.",0,"8

Comment: I'm so frustrated",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"@Kukailimoku, I think @John Kawamoto has it right.

At a December 2015 rally in Charleston, South Carolina, just a few days after the San Bernardino shooting, Trump told thousands of supporters:

""Donald J. Trump is calling for a complete and total shutdown of Muslims entering the United States until our country's representatives can figure out what the hell is going on.""

I read ""complete and total"" to mean ""all"", don't you?",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If I protest the seal hunt I don't buy sealskin products. If I protest the slaughtering of animals I don't eat meat. Coastal Protectors need to walk the talk to have credibility. Immediately ban the use of petroleum products and their derivatives in the cities, towns and coastal waters along the BC coast. Otherwise you are hypocrites!",1,"8

Note: The comment contains threats",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
4 games in. The NCAA ranks UH no. 30 (79) nationally in total offense and no. 94 (112) in total defense. (Last year's final rankings in parentheses.),0,"4

Comment: 4 games in",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"tRUMPtyDUMPty wants a HYYYUUUGE wall,

tRUMPtyDUMPty never got the call.

All the queens foils and all the queens royals,

wouldn't choose fools gold over country again.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If I were a pedestrian or walking my bike across the intersection, I would have been hit because the driver did not even look for pedestrians or walking bikers.  So it would not have mattered in any case.  I always stop before crossing, not knowing if the driver sees me.",0,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"hahahahahahahahahahahahahahahahahahahahahahahahahahha

Oh that felt good.  Go away .........Donna is calling you for dinner.  Journalism is getting to be like going to a pot luck or an all you can stuff in your gullet free for all.  

One (such as  me) can only comment on what's out there at the moment.  Correct?  Whenever I chose to comment, I do so after researching various news sources (sorry, never FOX/CNN) and digesting those and commenting.  Now.  What I mean by 'news sources' is not sitting in front of the boob tube and listening to idiots TELL ME what their OPINIONS are or what the 3 (that's THREE) billionaires who own ALL of mainstream media want them to think, feel and say.   

I watch C-span when I can.  I use the Intercept.  Propublica.  The Hill.  Democracy Now to name a few.

Now.  You've not chosen to link where you've gotten your facts.  I'm sorry you didn't as I'd love to check out the links to study those as well.",1,4,4,0,Llama-3.2-1B-Instruct,gaussian_mixture
like yo' name!!!!!  how you got it?  made it up yo'self?,0,"4

Comment: like yo' name",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
