row_index,example_index,worker_id,aspect,original,simplification,human_rating,raw_output,parsed_output,model
3303,253,8,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3304,253,23,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,60.0,"96

The",96,Qwen3-4B
3305,253,14,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,58.0,"96

The",96,Qwen3-4B
3306,253,3,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3307,253,3,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,81.0,"96

The",96,Qwen3-4B
3308,253,3,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3309,253,14,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,86.0,"96

The",96,Qwen3-4B
3310,253,28,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3311,253,29,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3312,253,28,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,64.0,"96

The",96,Qwen3-4B
3313,253,0,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,7.0,"96

The",96,Qwen3-4B
3314,253,8,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,73.0,"96

The",96,Qwen3-4B
3315,253,23,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,30.0,"96

The",96,Qwen3-4B
3316,253,0,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,26.0,"96

The",96,Qwen3-4B
3317,253,7,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3318,253,7,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,53.0,"96

The",96,Qwen3-4B
3319,253,7,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,88.0,"96

The",96,Qwen3-4B
3320,253,13,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,90.0,"96

The",96,Qwen3-4B
3321,253,6,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3322,253,0,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,98.0,"96

The",96,Qwen3-4B
3323,253,28,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,90.0,"96

The",96,Qwen3-4B
3324,253,13,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,39.0,"96

The",96,Qwen3-4B
3325,253,13,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3326,253,6,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3327,253,6,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3328,253,23,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0,"96

The",96,Qwen3-4B
3329,253,14,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,97.0,"96

The",96,Qwen3-4B
3330,254,8,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3331,254,13,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",10.0,"86

The",86,Qwen3-4B
3332,254,2,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",21.0,"86

The",86,Qwen3-4B
3333,254,13,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",35.0,"86

The",86,Qwen3-4B
3334,254,13,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3335,254,8,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",14.0,"86

The",86,Qwen3-4B
3336,254,3,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0,"86

The",86,Qwen3-4B
3337,254,5,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",83.0,"86

The",86,Qwen3-4B
3338,254,3,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0,"86

The",86,Qwen3-4B
3339,254,14,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",9.0,"86

The",86,Qwen3-4B
3340,254,16,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",1.0,"86

The",86,Qwen3-4B
3341,254,16,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",17.0,"86

The",86,Qwen3-4B
3342,254,16,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",7.0,"86

The",86,Qwen3-4B
3343,254,14,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3344,254,20,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",26.0,"86

The",86,Qwen3-4B
3345,254,6,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3346,254,19,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",2.0,"86

The",86,Qwen3-4B
3347,254,19,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",20.0,"86

The",86,Qwen3-4B
3348,254,6,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3349,254,19,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",5.0,"86

The",86,Qwen3-4B
3350,254,20,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",25.0,"86

The",86,Qwen3-4B
3351,254,20,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",21.0,"86

The",86,Qwen3-4B
3352,254,2,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",22.0,"86

The",86,Qwen3-4B
3353,254,6,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3354,254,5,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",47.0,"86

The",86,Qwen3-4B
3355,254,5,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",47.0,"86

The",86,Qwen3-4B
3356,254,3,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0,"86

The",86,Qwen3-4B
3357,254,2,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",19.0,"86

The",86,Qwen3-4B
3358,254,8,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3359,254,11,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0,"86

The",86,Qwen3-4B
3360,254,15,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",42.0,"86

The",86,Qwen3-4B
3361,254,15,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",68.0,"86

The",86,Qwen3-4B
3362,254,15,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",11.0,"86

The",86,Qwen3-4B
3363,254,27,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3364,254,27,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",25.0,"86

The",86,Qwen3-4B
3365,254,27,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0,"86

The",86,Qwen3-4B
3366,254,11,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0,"86

The",86,Qwen3-4B
3367,254,24,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",71.0,"86

The",86,Qwen3-4B
3368,254,24,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",80.0,"86

The",86,Qwen3-4B
3369,254,1,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",10.0,"86

The",86,Qwen3-4B
3370,254,24,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",58.0,"86

The",86,Qwen3-4B
3371,254,1,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",35.0,"86

The",86,Qwen3-4B
3372,254,1,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",5.0,"86

The",86,Qwen3-4B
3373,254,14,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",8.0,"86

The",86,Qwen3-4B
3374,254,11,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0,"86

The",86,Qwen3-4B
3375,259,2,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,98.0,"96
The",96,Qwen3-4B
3376,259,27,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3377,259,27,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3378,259,8,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3379,259,13,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,90.0,"96
The",96,Qwen3-4B
3380,259,25,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3381,259,2,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,89.0,"96
The",96,Qwen3-4B
3382,259,11,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,99.0,"96
The",96,Qwen3-4B
3383,259,3,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,70.0,"96
The",96,Qwen3-4B
3384,259,14,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3385,259,11,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,73.0,"96
The",96,Qwen3-4B
3386,259,6,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3387,259,1,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3388,259,8,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3389,259,6,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3390,259,3,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3391,259,3,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3392,259,25,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,98.0,"96
The",96,Qwen3-4B
3393,259,15,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3394,259,15,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3395,259,13,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,85.0,"96
The",96,Qwen3-4B
3396,259,15,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3397,259,24,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3398,259,27,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,20.0,"96
The",96,Qwen3-4B
3399,259,24,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3400,259,7,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3401,259,25,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3402,259,6,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3403,259,1,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3404,259,7,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3405,259,11,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,83.0,"96
The",96,Qwen3-4B
3406,259,2,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3407,259,14,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3408,259,28,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3409,259,28,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3410,259,14,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3411,259,1,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,86.0,"96
The",96,Qwen3-4B
3412,259,13,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3413,259,28,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3414,259,7,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3415,259,24,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3416,259,19,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3417,259,19,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,75.0,"96
The",96,Qwen3-4B
3418,259,8,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,89.0,"96
The",96,Qwen3-4B
3419,259,19,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0,"96
The",96,Qwen3-4B
3420,260,28,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",26.0,"20
The",20,Qwen3-4B
3421,260,19,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0,"20
The",20,Qwen3-4B
3422,260,28,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",34.0,"20
The",20,Qwen3-4B
3423,260,28,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",12.0,"20
The",20,Qwen3-4B
3424,260,19,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0,"20
The",20,Qwen3-4B
3425,260,27,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3426,260,1,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3427,260,2,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",14.0,"20
The",20,Qwen3-4B
3428,260,6,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3429,260,6,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3430,260,6,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3431,260,7,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3432,260,3,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3433,260,3,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3434,260,23,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0,"20
The",20,Qwen3-4B
3435,260,3,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3436,260,7,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3437,260,8,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3438,260,8,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3439,260,8,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
3440,260,1,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0,"20
The",20,Qwen3-4B
