row_index,example_index,worker_id,aspect,original,simplification,human_rating
3269,250,0,0,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3270,250,0,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3271,250,2,2,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,93.0
3272,250,8,2,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,31.0
3273,250,3,0,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3274,250,3,2,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3275,250,3,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3276,250,15,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3277,250,8,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,67.0
3278,250,25,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3279,250,15,0,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3280,250,15,2,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,100.0
3281,250,2,0,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,58.0
3282,250,25,0,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,51.0
3283,250,2,1,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,91.0
3284,250,25,2,The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring was added in 1938 39 when the column was moved to its present location.,91.0
3285,253,5,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,90.0
3286,253,15,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3287,253,5,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,73.0
3288,253,27,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,38.0
3289,253,5,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,49.0
3290,253,12,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,72.0
3291,253,20,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,68.0
3292,253,12,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3293,253,27,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,22.0
3294,253,29,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3295,253,27,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3296,253,15,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,67.0
3297,253,20,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3298,253,20,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,38.0
3299,253,12,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,68.0
3300,253,29,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3301,253,15,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,74.0
3302,253,8,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,38.0
3303,253,8,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3304,253,23,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,60.0
3305,253,14,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,58.0
3306,253,3,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3307,253,3,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,81.0
3308,253,3,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3309,253,14,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,86.0
3310,253,28,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3311,253,29,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3312,253,28,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,64.0
3313,253,0,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,7.0
3314,253,8,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,73.0
3315,253,23,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,30.0
3316,253,0,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,26.0
3317,253,7,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3318,253,7,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,53.0
3319,253,7,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,88.0
3320,253,13,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,90.0
3321,253,6,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3322,253,0,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,98.0
3323,253,28,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,90.0
3324,253,13,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,39.0
3325,253,13,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3326,253,6,0,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3327,253,6,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3328,253,23,2,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,100.0
3329,253,14,1,New South Wales's largest city and capital is Sydney.,New South Wales's capital city is Sydney.,97.0
3330,254,8,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3331,254,13,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",10.0
3332,254,2,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",21.0
3333,254,13,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",35.0
3334,254,13,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3335,254,8,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",14.0
3336,254,3,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0
3337,254,5,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",83.0
3338,254,3,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0
3339,254,14,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",9.0
3340,254,16,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",1.0
3341,254,16,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",17.0
3342,254,16,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",7.0
3343,254,14,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3344,254,20,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",26.0
3345,254,6,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3346,254,19,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",2.0
3347,254,19,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",20.0
3348,254,6,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3349,254,19,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",5.0
3350,254,20,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",25.0
3351,254,20,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",21.0
3352,254,2,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",22.0
3353,254,6,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3354,254,5,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",47.0
3355,254,5,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",47.0
3356,254,3,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",100.0
3357,254,2,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",19.0
3358,254,8,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3359,254,11,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0
3360,254,15,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",42.0
3361,254,15,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",68.0
3362,254,15,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",11.0
3363,254,27,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3364,254,27,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",25.0
3365,254,27,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",0.0
3366,254,11,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0
3367,254,24,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",71.0
3368,254,24,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",80.0
3369,254,1,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",10.0
3370,254,24,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",58.0
3371,254,1,0,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",35.0
3372,254,1,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",5.0
3373,254,14,1,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",8.0
3374,254,11,2,"The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.","Most of the time, the polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester, or nylon.",6.0
3375,259,2,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,98.0
3376,259,27,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3377,259,27,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3378,259,8,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3379,259,13,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,90.0
3380,259,25,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3381,259,2,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,89.0
3382,259,11,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,99.0
3383,259,3,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,70.0
3384,259,14,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3385,259,11,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,73.0
3386,259,6,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3387,259,1,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3388,259,8,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3389,259,6,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3390,259,3,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3391,259,3,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3392,259,25,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,98.0
3393,259,15,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3394,259,15,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3395,259,13,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,85.0
3396,259,15,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3397,259,24,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3398,259,27,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,20.0
3399,259,24,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3400,259,7,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3401,259,25,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3402,259,6,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3403,259,1,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3404,259,7,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3405,259,11,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,83.0
3406,259,2,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3407,259,14,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3408,259,28,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3409,259,28,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3410,259,14,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3411,259,1,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,86.0
3412,259,13,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3413,259,28,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3414,259,7,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3415,259,24,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3416,259,19,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3417,259,19,2,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,75.0
3418,259,8,0,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,89.0
3419,259,19,1,A bastion on the Eastern approaches was built later.,A bastion on the Eastern side was built later.,100.0
3420,260,28,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",26.0
3421,260,19,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3422,260,28,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",34.0
3423,260,28,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",12.0
3424,260,19,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3425,260,27,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3426,260,1,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3427,260,2,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",14.0
3428,260,6,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3429,260,6,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3430,260,6,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3431,260,7,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3432,260,3,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3433,260,3,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3434,260,23,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3435,260,3,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3436,260,7,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3437,260,8,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3438,260,8,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3439,260,8,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3440,260,1,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3441,260,5,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",5.0
